Start	End	Direction
NFKB1	IL10	1
NFKB1	CCL22	1
NFKB1	CCL17	1
NFKB1	IFNW1	1
NFKB1	IFNK	1
NFKB1	IFNE	1
NFKB1	IFNA8	1
NFKB1	IFNA7	1
NFKB1	IFNA6	1
NFKB1	IFNA5	1
NFKB1	IFNA4	1
NFKB1	IFNA21	1
NFKB1	IFNA2	1
NFKB1	IFNA17	1
NFKB1	IFNA16	1
NFKB1	IFNA14	1
NFKB1	IFNA13	1
NFKB1	IFNA10	1
NFKB1	IFNA1	1
NFKB1	CXCL10	1
NFKB1	IL12B	1
NFKB1	IL12A	1
NFKB1	CCL3L3	1
NFKB1	CCL3L1	1
NFKB1	CCL3	1
NFKB1	NFATC1	1
NFKB1	IFNB1	1
NFKB1	PTPN13	1
NFKB1	GADD45G	1
NFKB1	GADD45A	1
NFKB1	BIRC5	1
NFKB1	MYB	1
NFKB1	HIF1A	1
NFKB1	VCAM1	1
NFKB1	TNFAIP3	1
NFKB1	PLAU	1
NFKB1	NFKBIA	1
NFKB1	NFKB2	1
NFKB1	GADD45B	1
NFKB1	CXCL8	1
NFKB1	CXCL2	1
NFKB1	CFLAR	1
NFKB1	CCL4L2	1
NFKB1	CCL4L1	1
NFKB1	CCL4	1
NFKB1	BCL2A1	1
NFKB1	AMH	1
NFKB1	TNF	1
NFKB1	IL6	1
NFKB1	IL1B	1
NFKB1	XIAP	1
NFKB1	VEGFC	1
NFKB1	VEGFB	1
NFKB1	VEGFA	1
NFKB1	TRAF6	1
NFKB1	TRAF5	1
NFKB1	TRAF4	1
NFKB1	TRAF3	1
NFKB1	TRAF2	1
NFKB1	TRAF1	1
NFKB1	SOCS3	1
NFKB1	PTGS2	1
NFKB1	PGF	1
NFKB1	NOS2	1
NFKB1	IL8	1
NFKB1	FIGF	1
NFKB1	CXCL1	1
NFKB1	CCND1	1
NFKB1	CCL5	1
JAG1	CCND1	1
PML	ZBTB16	1
PML	RARA	1
PML	MYC	1
PML	CEBPE	1
PML	BCL2A1	1
PML	JUP	1
PML	CCNA1	1
TP73	BBC3	1
CREB3	CCND1	1
CREB3	PTGER4	1
CREB3	PCNA	1
CREB3	CXCL8	1
CREB3	NPY	1
CREB3	CRH	1
CREB3	FOSB	1
CREB3	ARC	1
CREB3	PDYN	1
CREB3	POMC	1
CREB3	TNFSF11	1
CREB3	CDKN1A	1
CREB3	NCEH1	1
CREB3	CYP17A1	1
CREB3	CYP11B1	1
CREB3	VEGFD	1
CREB3	VEGFC	1
CREB3	VEGFB	1
CREB3	VEGFA	1
CREB3	STAR	1
CREB3	CYP11B2	1
CREB3	SIK1B	1
CREB3	SIK1	1
CREB3	PPARGC1A	1
CREB3	PCK2	1
CREB3	PCK1	1
CREB3	G6PC3	1
CREB3	G6PC2	1
CREB3	G6PC	1
CREB3	CPT1C	1
CREB3	CPT1B	1
CREB3	CPT1A	1
CREB3	TG	1
CREB3	INS	1
CREB3	ZNF516	1
CREB3	UCP1	1
CREB3	MCL1	1
CREB3	BCL2	1
CREB3	JUN	1
CREB3	FOS	1
CREB3	BDNF	1
CREB3	MITF	1
CREB3	AQP2	1
NCOA3	PPARD	1
NCOA3	MYC	1
NCOA3	CCND1	1
NCOA3	TGFA	1
NCOA3	TFF1	1
NCOA3	RARA	1
NCOA3	PGR	1
NCOA3	LOC100653049	1
NCOA3	KRT9	1
NCOA3	KRT40	1
NCOA3	KRT39	1
NCOA3	KRT38	1
NCOA3	KRT37	1
NCOA3	KRT36	1
NCOA3	KRT35	1
NCOA3	KRT34	1
NCOA3	KRT33B	1
NCOA3	KRT33A	1
NCOA3	KRT32	1
NCOA3	KRT31	1
NCOA3	KRT28	1
NCOA3	KRT27	1
NCOA3	KRT26	1
NCOA3	KRT25	1
NCOA3	KRT24	1
NCOA3	KRT23	1
NCOA3	KRT20	1
NCOA3	KRT19	1
NCOA3	KRT18	1
NCOA3	KRT17	1
NCOA3	KRT16	1
NCOA3	KRT15	1
NCOA3	KRT14	1
NCOA3	KRT13	1
NCOA3	KRT12	1
NCOA3	KRT10	1
NCOA3	EBAG9	1
NCOA3	CTSD	1
NCOA3	BCL2	1
SMAD2	MYC	1
SMAD2	COL4A6	1
SMAD2	COL4A5	1
SMAD2	COL4A4	1
SMAD2	COL4A3	1
SMAD2	COL4A2	1
SMAD2	COL4A1	1
SMAD2	COL3A1	1
SMAD2	COL1A2	1
SMAD2	COL1A1	1
SMAD2	RORC	1
SMAD2	RORA	1
SMAD2	IL23R	1
SMAD2	IL12RB1	1
SMAD2	FOXP3	1
SMAD2	SMAD7	1
SMAD2	SERPINE1	1
SMAD2	SPHK2	1
SMAD2	SPHK1	1
SMAD2	CTGF	1
SMAD2	CDH1	1
SMAD2	ACTA2	1
SMAD2	PITX2	1
SMAD2	MYC	1
SMAD2	CDKN2B	1
SMAD2	CDKN1A	1
TBX21	IL5	1
TBX21	IL4	1
TBX21	IL12RB2	1
TBX21	IL12RB1	1
TBX21	IFNG	1
TBX21	GATA3	1
IRF9	ISG15	1
IRF9	CXCL10	1
IRF9	PML	1
IRF9	ADAR	1
IRF9	RSAD2	1
IRF9	OAS3	1
IRF9	OAS2	1
IRF9	OAS1	1
IRF9	MX1	1
IRF9	IRF7	1
IRF9	IFIT1B	1
IRF9	IFIT1	1
IRF9	EIF2AK4	1
IRF9	EIF2AK3	1
IRF9	EIF2AK2	1
IRF9	EIF2AK1	1
IRF9	IL17D	1
IRF8	IL12B	1
IRF8	IL12A	1
SMAD1	DUSP9	1
SMAD1	ID4	1
SMAD1	ID3	1
SMAD1	ID2	1
SMAD1	ID1	1
SIRT1	FOS	1
IL12RB2	IL18RAP	1
IL12RB2	IL18R1	1
IL12RB1	IL18RAP	1
IL12RB1	IL18R1	1
IFNG	IDO2	1
IFNG	IDO1	1
IFNG	ICAM1	1
GATA3	PTH	1
GATA3	RORC	1
GATA3	MAF	1
GATA3	IL5	1
GATA3	IL4R	1
GATA3	IL4	1
GATA3	IL2RA	1
GATA3	IL2	1
GATA3	IL13	1
GATA3	IL12RB2	1
GATA3	IL12RB1	1
GATA3	GATA3	1
IRF7	IL15	1
IRF7	IFIT1B	1
IRF7	IFIT1	1
IRF7	TNF	1
IRF7	IFNG	1
IRF7	CXCL10	1
IRF7	IFNW1	1
IRF7	IFNK	1
IRF7	IFNE	1
IRF7	IFNB1	1
IRF7	IFNA8	1
IRF7	IFNA7	1
IRF7	IFNA6	1
IRF7	IFNA5	1
IRF7	IFNA4	1
IRF7	IFNA21	1
IRF7	IFNA2	1
IRF7	IFNA17	1
IRF7	IFNA16	1
IRF7	IFNA14	1
IRF7	IFNA13	1
IRF7	IFNA10	1
IRF7	IFNA1	1
NCOA2	TGFA	1
NCOA2	TFF1	1
NCOA2	RARA	1
NCOA2	PGR	1
NCOA2	LOC100653049	1
NCOA2	KRT9	1
NCOA2	KRT40	1
NCOA2	KRT39	1
NCOA2	KRT38	1
NCOA2	KRT37	1
NCOA2	KRT36	1
NCOA2	KRT35	1
NCOA2	KRT34	1
NCOA2	KRT33B	1
NCOA2	KRT33A	1
NCOA2	KRT32	1
NCOA2	KRT31	1
NCOA2	KRT28	1
NCOA2	KRT27	1
NCOA2	KRT26	1
NCOA2	KRT25	1
NCOA2	KRT24	1
NCOA2	KRT23	1
NCOA2	KRT20	1
NCOA2	KRT19	1
NCOA2	KRT18	1
NCOA2	KRT17	1
NCOA2	KRT16	1
NCOA2	KRT15	1
NCOA2	KRT14	1
NCOA2	KRT13	1
NCOA2	KRT12	1
NCOA2	KRT10	1
NCOA2	EBAG9	1
NCOA2	CTSD	1
NCOA2	BCL2	1
NFATC1	FGF2	1
NFATC1	CXCL3	1
NFATC1	CXCL2	1
NFATC1	CXCL1	1
NFATC1	CXCL8	1
NFATC1	RGS2	1
NFATC1	RCAN1	1
NFATC1	TNF	1
NFATC1	CSF2	1
NFATC1	CDK4	1
NFATC1	IL22	1
NFATC1	IL21	1
NFATC1	IL17F	1
NFATC1	IL17A	1
NFATC1	TBX21	1
NFATC1	IL5	1
NFATC1	IL4R	1
NFATC1	IL4	1
NFATC1	IL2RA	1
NFATC1	IL13	1
NFATC1	IL12RB2	1
NFATC1	IL12RB1	1
NFATC1	IFNG	1
NFATC1	GATA3	1
NFATC1	PTGS2	1
NFATC1	IL2	1
NFATC1	IL17D	1
NFATC1	IL10	1
NFATC1	EGR3	1
NFATC1	EGR2	1
NFATC1	ITGB3	1
NFATC1	CTSK	1
NFATC1	CALCR	1
NFATC1	ACP5	1
NFATC1	F2R	1
NFATC1	TRPC6	1
NFATC1	NPPB	1
NFATC1	MYH7	1
PPARA	MYC	1
PPARA	CDK4	1
PPARA	CCND1	1
PPARA	PCK2	1
PPARA	PCK1	1
PPARA	G6PC3	1
PPARA	G6PC2	1
PPARA	G6PC	1
PPARA	ACSBG2	1
PPARA	ACSBG1	1
PPARA	UCP1	1
PPARA	SLC27A4	1
PPARA	SLC27A1	1
PPARA	SCP2	1
PPARA	SCD5	1
PPARA	SCD	1
PPARA	PLTP	1
PPARA	NR1H3	1
PPARA	ME1	1
PPARA	LPL	1
PPARA	HMGCS2	1
PPARA	FADS2	1
PPARA	FABP1	1
PPARA	EHHADH	1
PPARA	DBI	1
PPARA	CYP8B1	1
PPARA	CYP7A1	1
PPARA	CYP4A22	1
PPARA	CYP4A11	1
PPARA	CPT2	1
PPARA	CPT1C	1
PPARA	CPT1B	1
PPARA	CPT1A	1
PPARA	APOC3	1
PPARA	APOA5	1
PPARA	APOA2	1
PPARA	APOA1	1
PPARA	ANGPTL4	1
PPARA	ACSL6	1
PPARA	ACSL5	1
PPARA	ACSL4	1
PPARA	ACSL3	1
PPARA	ACSL1	1
PPARA	ACOX3	1
PPARA	ACOX2	1
PPARA	ACOX1	1
PPARA	ACADM	1
PPARA	ACAA1	1
IRF5	IL6	1
IRF5	IL1B	1
IRF5	IL12B	1
IRF5	IL12A	1
IRF5	CXCL8	1
IRF5	CCL5	1
IRF5	CCL3L3	1
IRF5	CCL3L1	1
IRF5	CCL3	1
IRF5	TNF	1
ZBTB16	DUSP6	1
ZBTB16	JUP	1
ZBTB16	CCNA1	1
TLR4	TNF	1
TLR4	PDCD4	1
TLR4	IL12B	1
TLR2	TNF	1
TLR2	PDCD4	1
TLR2	IL12B	1
PIK3R3	RCAN2	1
PIK3R3	HIF1A	1
TICAM1	IFNB1	1
TICAM1	CCL5	1
TICAM1	CCL2	1
PIK3R2	RCAN2	1
PIK3R2	HIF1A	1
JUN	PDGFA	1
JUN	CTSL	1
JUN	PPARD	1
JUN	MYC	1
JUN	VIM	1
JUN	TNFAIP3	1
JUN	ITGAL	1
JUN	FCER2	1
JUN	ENTPD8	1
JUN	ENTPD3	1
JUN	ENTPD1	1
JUN	CD58	1
JUN	CD44	1
JUN	CD40	1
JUN	BCL2	1
JUN	PDGFB	1
JUN	FGF2	1
JUN	CXCL3	1
JUN	CXCL2	1
JUN	ANGPT2	1
JUN	MMP7	1
JUN	CXCL10	1
JUN	RELA	1
JUN	NFKB1	1
JUN	GRIA2	1
JUN	CDK5	1
JUN	VEGFD	1
JUN	VCAM1	1
JUN	THBD	1
JUN	TGFB1	1
JUN	SERPINE1	1
JUN	SELE	1
JUN	ICAM1	1
JUN	F3	1
JUN	EDN1	1
JUN	CCL2	1
JUN	AGER	1
JUN	IL1A	1
JUN	IL10	1
JUN	CSF2	1
JUN	TBX21	1
JUN	IL5	1
JUN	IL4R	1
JUN	IL4	1
JUN	IL2RA	1
JUN	IL2	1
JUN	IL13	1
JUN	IL12RB2	1
JUN	IL12RB1	1
JUN	IFNG	1
JUN	GATA3	1
JUN	TNF	1
JUN	IL6	1
JUN	IL1B	1
JUN	IL12B	1
JUN	IL12A	1
JUN	CXCL8	1
JUN	CCL5	1
JUN	CCL4L2	1
JUN	CCL4L1	1
JUN	CCL4	1
JUN	CCL3L3	1
JUN	CCL3L1	1
JUN	CCL3	1
JUN	NFATC1	1
JUN	ITGB3	1
JUN	IFNB1	1
JUN	CTSK	1
JUN	CALCR	1
JUN	ACP5	1
JUN	TP53	1
JUN	HRK	1
JUN	FASLG	1
JUN	FAS	1
JUN	BCL2L11	1
JUN	PRKN	1
JUN	VEGFC	1
JUN	VEGFB	1
JUN	VEGFA	1
JUN	PGF	1
JUN	MMP9	1
JUN	MMP2	1
JUN	MMP1	1
JUN	IL8	1
JUN	FIGF	1
JUN	CXCL1	1
JUN	CDK4	1
JUN	CCND3	1
JUN	CCND2	1
JUN	CCND1	1
PIK3R1	RCAN2	1
PIK3R1	HIF1A	1
MITF	TYRP1	1
MITF	TYR	1
MITF	DCT	1
PIK3CD	RCAN2	1
PIK3CD	HIF1A	1
CREB1	CCND1	1
CREB1	PTGER4	1
CREB1	PCNA	1
CREB1	CXCL8	1
CREB1	HLA-DRB5	1
CREB1	HLA-DRB4	1
CREB1	HLA-DRB3	1
CREB1	HLA-DRB1	1
CREB1	HLA-DRA	1
CREB1	HLA-DQB1	1
CREB1	HLA-DQA2	1
CREB1	HLA-DQA1	1
CREB1	HLA-DPB1	1
CREB1	HLA-DPA1	1
CREB1	HLA-DOB	1
CREB1	HLA-DOA	1
CREB1	HLA-DMB	1
CREB1	HLA-DMA	1
CREB1	CD74	1
CREB1	NPY	1
CREB1	CRH	1
CREB1	FOSB	1
CREB1	ARC	1
CREB1	PDYN	1
CREB1	POMC	1
CREB1	TNFSF11	1
CREB1	CDKN1A	1
CREB1	NCEH1	1
CREB1	CYP17A1	1
CREB1	CYP11B1	1
CREB1	VEGFD	1
CREB1	VEGFC	1
CREB1	VEGFB	1
CREB1	VEGFA	1
CREB1	STAR	1
CREB1	CYP11B2	1
CREB1	REN	1
CREB1	SIK1B	1
CREB1	SIK1	1
CREB1	PPARGC1A	1
CREB1	PCK2	1
CREB1	PCK1	1
CREB1	G6PC3	1
CREB1	G6PC2	1
CREB1	G6PC	1
CREB1	CPT1C	1
CREB1	CPT1B	1
CREB1	CPT1A	1
CREB1	TG	1
CREB1	INS	1
CREB1	ZNF516	1
CREB1	UCP1	1
CREB1	PER3	1
CREB1	PER2	1
CREB1	PER1	1
CREB1	ITGB3	1
CREB1	CTSK	1
CREB1	CALCR	1
CREB1	ACP5	1
CREB1	MCL1	1
CREB1	BCL2	1
CREB1	JUN	1
CREB1	FOS	1
CREB1	BDNF	1
CREB1	MITF	1
CREB1	AQP2	1
PIK3CB	RCAN2	1
PIK3CB	HIF1A	1
ETS2	FOSL1	1
ETS2	FOS	1
ETS2	EGR2	1
ETS2	EGR1	1
THRB	WNT4	1
THRB	RCAN1	1
THRB	PLN	1
THRB	MYH6	1
THRB	MYC	1
THRB	HIF1A	1
THRB	GATA4	1
THRB	CTNNB1	1
THRB	CCND1	1
THRB	ATP2A2	1
PIK3CA	RCAN2	1
PIK3CA	HIF1A	1
PIAS4	CDKN2B	1
PIAS3	CDKN2B	1
PIAS2	CDKN2B	1
NCOA1	PPARD	1
NCOA1	MYC	1
NCOA1	CCND1	1
NCOA1	TGFA	1
NCOA1	TFF1	1
NCOA1	RARA	1
NCOA1	PGR	1
NCOA1	LOC100653049	1
NCOA1	KRT9	1
NCOA1	KRT40	1
NCOA1	KRT39	1
NCOA1	KRT38	1
NCOA1	KRT37	1
NCOA1	KRT36	1
NCOA1	KRT35	1
NCOA1	KRT34	1
NCOA1	KRT33B	1
NCOA1	KRT33A	1
NCOA1	KRT32	1
NCOA1	KRT31	1
NCOA1	KRT28	1
NCOA1	KRT27	1
NCOA1	KRT26	1
NCOA1	KRT25	1
NCOA1	KRT24	1
NCOA1	KRT23	1
NCOA1	KRT20	1
NCOA1	KRT19	1
NCOA1	KRT18	1
NCOA1	KRT17	1
NCOA1	KRT16	1
NCOA1	KRT15	1
NCOA1	KRT14	1
NCOA1	KRT13	1
NCOA1	KRT12	1
NCOA1	KRT10	1
NCOA1	EBAG9	1
NCOA1	CTSD	1
NCOA1	BCL2	1
PIAS1	CDKN2B	1
RXRG	FOXP3	1
RXRG	PLIN5	1
RXRG	PLIN4	1
RXRG	PLIN2	1
RXRG	ACSBG2	1
RXRG	ACSBG1	1
RXRG	UCP1	1
RXRG	UBC	1
RXRG	SORBS1	1
RXRG	SLC27A4	1
RXRG	SLC27A1	1
RXRG	SCP2	1
RXRG	SCD5	1
RXRG	SCD	1
RXRG	PLTP	1
RXRG	PLIN1	1
RXRG	PDPK1	1
RXRG	PCK2	1
RXRG	PCK1	1
RXRG	OLR1	1
RXRG	NR1H3	1
RXRG	MMP1	1
RXRG	ME1	1
RXRG	LPL	1
RXRG	ILK	1
RXRG	HMGCS2	1
RXRG	GK2	1
RXRG	GK	1
RXRG	FADS2	1
RXRG	FABP4	1
RXRG	FABP3	1
RXRG	FABP1	1
RXRG	EHHADH	1
RXRG	DBI	1
RXRG	CYP8B1	1
RXRG	CYP7A1	1
RXRG	CYP4A22	1
RXRG	CYP4A11	1
RXRG	CYP27A1	1
RXRG	CPT2	1
RXRG	CPT1C	1
RXRG	CPT1B	1
RXRG	CPT1A	1
RXRG	CD36	1
RXRG	AQP7	1
RXRG	APOC3	1
RXRG	APOA5	1
RXRG	APOA2	1
RXRG	APOA1	1
RXRG	ANGPTL4	1
RXRG	ADIPOQ	1
RXRG	ACSL6	1
RXRG	ACSL5	1
RXRG	ACSL4	1
RXRG	ACSL3	1
RXRG	ACSL1	1
RXRG	ACOX3	1
RXRG	ACOX2	1
RXRG	ACOX1	1
RXRG	ACADM	1
RXRG	ACADL	1
RXRG	ACAA1	1
CLOCK	RORC	1
CLOCK	RORB	1
CLOCK	RORA	1
CLOCK	PER3	1
CLOCK	PER2	1
CLOCK	PER1	1
CLOCK	NR1D1	1
CLOCK	CRY2	1
CLOCK	CRY1	1
CLOCK	BHLHE41	1
CLOCK	BHLHE40	1
POU5F1B	SOX2	1
POU5F1	SOX2	1
CITED2	BNIP3L	1
NANOG	POU5F1B	1
NANOG	POU5F1	1
THRA	WNT4	1
THRA	PLN	1
THRA	NOTCH4	1
THRA	NOTCH3	1
THRA	NOTCH2	1
THRA	NOTCH1	1
THRA	MYH6	1
THRA	CTNNB1	1
THRA	BMP4	1
THRA	ATP2A2	1
NACA	LRP6	1
NACA	LRP5	1
NACA	BGLAP	1
TFDP2	MYC	1
TFDP2	CCNE2	1
TFDP2	CCNE1	1
TFDP1	MYC	1
TFDP1	CCNE2	1
TFDP1	CCNE1	1
ETS1	VEGFD	1
ETS1	CXCL8	1
ETS1	FOSL1	1
ETS1	FOS	1
ETS1	EGR2	1
ETS1	EGR1	1
ETS1	CDKN2A	1
ETS1	VEGFC	1
ETS1	VEGFB	1
ETS1	VEGFA	1
ETS1	PGF	1
ETS1	MMP9	1
ETS1	MMP2	1
ETS1	MMP1	1
ETS1	IL8	1
ETS1	FIGF	1
ETS1	CDK4	1
ETS1	CCND1	1
PBX1	STAR	1
PBX1	NCEH1	1
PBX1	CYP17A1	1
PBX1	CYP11B1	1
PAX8	TG	1
ONECUT1	PDX1	1
ONECUT1	NEUROG3	1
ONECUT1	HNF1B	1
TEAD4	SOX2	1
TEAD4	SNAI2	1
TEAD4	NKD1	1
TEAD4	MYC	1
TEAD4	GLI2	1
TEAD4	CTGF	1
TEAD4	CCND3	1
TEAD4	CCND2	1
TEAD4	CCND1	1
TEAD4	BIRC5	1
TEAD4	BIRC2	1
TEAD4	AXIN2	1
TEAD4	AXIN1	1
CIITA	HLA-DRB5	1
CIITA	HLA-DRB4	1
CIITA	HLA-DRB3	1
CIITA	HLA-DRB1	1
CIITA	HLA-DRA	1
CIITA	HLA-DQB1	1
CIITA	HLA-DQA2	1
CIITA	HLA-DQA1	1
CIITA	HLA-DPB1	1
CIITA	HLA-DPA1	1
CIITA	HLA-DOB	1
CIITA	HLA-DOA	1
CIITA	HLA-DMB	1
CIITA	HLA-DMA	1
IRF3	TRIM5	1
IRF3	SAMHD1	1
IRF3	BST2	1
IRF3	APOBEC3H	1
IRF3	APOBEC3G	1
IRF3	APOBEC3F	1
IRF3	APOBEC3D	1
IRF3	APOBEC3C	1
IRF3	APOBEC3B	1
IRF3	APOBEC3A_B	1
IRF3	APOBEC3A	1
IRF3	IL15	1
IRF3	IFIT1B	1
IRF3	IFIT1	1
IRF3	TNF	1
IRF3	IFNG	1
IRF3	IFNW1	1
IRF3	IFNK	1
IRF3	IFNE	1
IRF3	IFNA8	1
IRF3	IFNA7	1
IRF3	IFNA6	1
IRF3	IFNA5	1
IRF3	IFNA4	1
IRF3	IFNA21	1
IRF3	IFNA2	1
IRF3	IFNA17	1
IRF3	IFNA16	1
IRF3	IFNA14	1
IRF3	IFNA13	1
IRF3	IFNA10	1
IRF3	IFNA1	1
IRF3	CXCL9	1
IRF3	IFNB1	1
IRF3	CXCL11	1
IRF3	CXCL10	1
IRF3	CD86	1
IRF3	CD80	1
IRF3	CD40	1
MYC	SLC2A2	1
MYC	SLC2A1	1
MYC	SLC1A5	1
MYC	PKM	1
MYC	PGAM4	1
MYC	PGAM2	1
MYC	PGAM1	1
MYC	LDHA	1
MYC	HKDC1	1
MYC	HK3	1
MYC	HK2	1
MYC	HK1	1
MYC	GLS2	1
MYC	GLS	1
MYC	TFAP4	1
MYC	VEGFD	1
MYC	CXCL8	1
MYC	CKS2	1
MYC	TERT	1
MYC	CCND2	1
MYC	VEGFC	1
MYC	VEGFB	1
MYC	VEGFA	1
MYC	PGF	1
MYC	MMP9	1
MYC	MMP2	1
MYC	MMP1	1
MYC	IL8	1
MYC	FIGF	1
MYC	CKS1B	1
MYC	CDK6	1
MYC	CDK4	1
MYC	CCND1	1
NR5A1	STAR	1
NR5A1	NCEH1	1
NR5A1	CYP17A1	1
NR5A1	CYP11B1	1
MYD88	IFNB1	1
MYD88	IFNA8	1
MYD88	IFNA7	1
MYD88	IFNA6	1
MYD88	IFNA5	1
MYD88	IFNA4	1
MYD88	IFNA21	1
MYD88	IFNA2	1
MYD88	IFNA17	1
MYD88	IFNA16	1
MYD88	IFNA14	1
MYD88	IFNA13	1
MYD88	IFNA10	1
MYD88	IFNA1	1
MYD88	TNF	1
MYD88	IL6	1
MYD88	IL1B	1
MYD88	IL12B	1
MYD88	IL12A	1
MYD88	CXCL8	1
MYD88	CXCL3	1
MYD88	CXCL2	1
MYD88	CXCL1	1
E2F3	MYBL2	1
E2F3	FOXM1	1
E2F3	CCNE2	1
E2F3	CCNE1	1
NR4A2	FGF23	1
NR4A2	STAR	1
NR4A2	CYP11B2	1
E2F2	MYBL2	1
E2F2	FOXM1	1
E2F2	CCNE2	1
E2F2	CCNE1	1
IRF1	IL12B	1
IRF1	IL12A	1
IRF1	IFNB1	1
IRF1	IL12B	1
IRF1	IL12A	1
E2F1	CCNA2	1
E2F1	CCNA1	1
E2F1	MYBL2	1
E2F1	FOXM1	1
E2F1	BNIP3	1
E2F1	CCNE2	1
E2F1	CCNE1	1
CEBPA	PER2	1
CEBPA	MYC	1
CEBPA	IL6	1
CEBPA	E2F3	1
CEBPA	E2F2	1
CEBPA	E2F1	1
CEBPA	CSF3R	1
IL6R	SOCS3	1
TEAD3	SOX2	1
TEAD3	SNAI2	1
TEAD3	NKD1	1
TEAD3	MYC	1
TEAD3	GLI2	1
TEAD3	CTGF	1
TEAD3	CCND3	1
TEAD3	CCND2	1
TEAD3	CCND1	1
TEAD3	BIRC5	1
TEAD3	BIRC2	1
TEAD3	AXIN2	1
TEAD3	AXIN1	1
NR4A1	POMC	1
NR4A1	NCEH1	1
NR4A1	CYP17A1	1
NR4A1	CYP11B1	1
NR4A1	STAR	1
NR4A1	CYP11B2	1
CD40	IL12B	1
CD40	IL12A	1
ESR2	PPARD	1
ESR2	MYC	1
ESR2	CCND1	1
ESR2	TGFA	1
ESR2	TFF1	1
ESR2	RARA	1
ESR2	PGR	1
ESR2	LOC100653049	1
ESR2	KRT9	1
ESR2	KRT40	1
ESR2	KRT39	1
ESR2	KRT38	1
ESR2	KRT37	1
ESR2	KRT36	1
ESR2	KRT35	1
ESR2	KRT34	1
ESR2	KRT33B	1
ESR2	KRT33A	1
ESR2	KRT32	1
ESR2	KRT31	1
ESR2	KRT28	1
ESR2	KRT27	1
ESR2	KRT26	1
ESR2	KRT25	1
ESR2	KRT24	1
ESR2	KRT23	1
ESR2	KRT20	1
ESR2	KRT19	1
ESR2	KRT18	1
ESR2	KRT17	1
ESR2	KRT16	1
ESR2	KRT15	1
ESR2	KRT14	1
ESR2	KRT13	1
ESR2	KRT12	1
ESR2	KRT10	1
ESR2	EBAG9	1
ESR2	CTSD	1
ESR2	BCL2	1
CBL	TIMP3	1
CBL	THBS1	1
TEAD2	SOX2	1
TEAD2	SNAI2	1
TEAD2	NKD1	1
TEAD2	MYC	1
TEAD2	GLI2	1
TEAD2	CTGF	1
TEAD2	CCND3	1
TEAD2	CCND2	1
TEAD2	CCND1	1
TEAD2	BIRC5	1
TEAD2	BIRC2	1
TEAD2	AXIN2	1
TEAD2	AXIN1	1
CAMK4	PPARGC1A	1
PPARD	UCP1	1
PPARD	UBC	1
PPARD	PDPK1	1
PPARD	LPL	1
PPARD	ILK	1
PPARD	FABP3	1
PPARD	CPT1C	1
PPARD	CPT1B	1
PPARD	CPT1A	1
PPARD	ANGPTL4	1
PPARD	ACOX3	1
PPARD	ACOX2	1
PPARD	ACOX1	1
PPARD	ACADL	1
KLF2	TXN2	1
KLF2	TXN	1
KLF2	THBD	1
KLF2	SQSTM1	1
KLF2	PLAT	1
KLF2	NQO1	1
KLF2	NPPC	1
KLF2	MGST3	1
KLF2	MGST2	1
KLF2	MGST1	1
KLF2	HMOX1	1
KLF2	GSTT2B	1
KLF2	GSTT2	1
KLF2	GSTT1	1
KLF2	GSTP1	1
KLF2	GSTO2	1
KLF2	GSTO1	1
KLF2	GSTM5	1
KLF2	GSTM4	1
KLF2	GSTM3	1
KLF2	GSTM2	1
KLF2	GSTM1	1
KLF2	GSTA5	1
KLF2	GSTA4	1
KLF2	GSTA3	1
KLF2	GSTA2	1
KLF2	GSTA1	1
KLF2	ASS1	1
KLF2	NOS3	1
KLF2	NOS2	1
KLF2	NOS1	1
BORCS8-MEF2B	KLF2	1
HSF1	HSPA8	1
HSF1	HSPA6	1
HSF1	HSPA2	1
HSF1	HSPA1L	1
HSF1	HSPA1B	1
HSF1	HSPA1A	1
RXRB	FOXP3	1
RXRB	PLIN5	1
RXRB	PLIN4	1
RXRB	PLIN2	1
RXRB	ACSBG2	1
RXRB	ACSBG1	1
RXRB	UCP1	1
RXRB	UBC	1
RXRB	SORBS1	1
RXRB	SLC27A4	1
RXRB	SLC27A1	1
RXRB	SCP2	1
RXRB	SCD5	1
RXRB	SCD	1
RXRB	PLTP	1
RXRB	PLIN1	1
RXRB	PDPK1	1
RXRB	PCK2	1
RXRB	PCK1	1
RXRB	OLR1	1
RXRB	NR1H3	1
RXRB	MMP1	1
RXRB	ME1	1
RXRB	LPL	1
RXRB	ILK	1
RXRB	HMGCS2	1
RXRB	GK2	1
RXRB	GK	1
RXRB	FADS2	1
RXRB	FABP4	1
RXRB	FABP3	1
RXRB	FABP1	1
RXRB	EHHADH	1
RXRB	DBI	1
RXRB	CYP8B1	1
RXRB	CYP7A1	1
RXRB	CYP4A22	1
RXRB	CYP4A11	1
RXRB	CYP27A1	1
RXRB	CPT2	1
RXRB	CPT1C	1
RXRB	CPT1B	1
RXRB	CPT1A	1
RXRB	CD36	1
RXRB	AQP7	1
RXRB	APOC3	1
RXRB	APOA5	1
RXRB	APOA2	1
RXRB	APOA1	1
RXRB	ANGPTL4	1
RXRB	ADIPOQ	1
RXRB	ACSL6	1
RXRB	ACSL5	1
RXRB	ACSL4	1
RXRB	ACSL3	1
RXRB	ACSL1	1
RXRB	ACOX3	1
RXRB	ACOX2	1
RXRB	ACOX1	1
RXRB	ACADM	1
